Category,Counts,Date,WeekNo
Region_Yorkshire and The Humber,907,2016-10-07,40
Region_Yorkshire and The Humber,940,2016-10-14,41
Region_Yorkshire and The Humber,919,2016-10-21,42
Region_Yorkshire and The Humber,914,2016-10-28,43
Region_Yorkshire and The Humber,1041,2016-11-04,44
Region_Yorkshire and The Humber,1017,2016-11-11,45
Region_Yorkshire and The Humber,1025,2016-11-18,46
Region_Yorkshire and The Humber,1022,2016-11-25,47
Region_Yorkshire and The Humber,973,2016-12-02,48
Region_Yorkshire and The Humber,1193,2016-12-09,49
Region_Yorkshire and The Humber,1036,2016-12-16,50
Region_Yorkshire and The Humber,1097,2016-12-23,51
Region_Yorkshire and The Humber,794,2016-12-30,52
Region_East Midlands,1067,2016-01-08,1
Region_East Midlands,956,2016-01-15,2
Region_East Midlands,929,2016-01-22,3
Region_East Midlands,858,2016-01-29,4
Region_East Midlands,954,2016-02-05,5
Region_East Midlands,917,2016-02-12,6
Region_East Midlands,881,2016-02-19,7
Region_East Midlands,930,2016-02-26,8
Region_East Midlands,913,2016-03-04,9
Region_East Midlands,911,2016-03-11,10
Region_East Midlands,917,2016-03-18,11
Region_East Midlands,809,2016-03-25,12
Region_East Midlands,859,2016-04-01,13
Region_East Midlands,911,2016-04-08,14
Region_East Midlands,900,2016-04-15,15
Region_East Midlands,908,2016-04-22,16
Region_East Midlands,857,2016-04-29,17
Region_East Midlands,703,2016-05-06,18
Region_East Midlands,914,2016-05-13,19
Region_East Midlands,862,2016-05-20,20
Region_East Midlands,826,2016-05-27,21
Region_East Midlands,680,2016-06-03,22
Region_East Midlands,839,2016-06-10,23
Region_East Midlands,858,2016-06-17,24
Region_East Midlands,804,2016-06-24,25
Region_East Midlands,801,2016-07-01,26
Region_East Midlands,770,2016-07-08,27
Region_East Midlands,784,2016-07-15,28
Region_East Midlands,830,2016-07-22,29
Region_East Midlands,762,2016-07-29,30
Region_East Midlands,739,2016-08-05,31
Region_East Midlands,780,2016-08-12,32
Region_East Midlands,742,2016-08-19,33
Region_East Midlands,793,2016-08-26,34
Region_East Midlands,626,2016-09-02,35
Region_East Midlands,844,2016-09-09,36
Region_East Midlands,736,2016-09-16,37
Region_East Midlands,730,2016-09-23,38
Region_East Midlands,787,2016-09-30,39
Region_East Midlands,777,2016-10-07,40
Region_East Midlands,791,2016-10-14,41
Region_East Midlands,831,2016-10-21,42
Region_East Midlands,850,2016-10-28,43
Region_East Midlands,850,2016-11-04,44
Region_East Midlands,889,2016-11-11,45
Region_East Midlands,892,2016-11-18,46
Region_East Midlands,887,2016-11-25,47
Region_East Midlands,888,2016-12-02,48
Region_East Midlands,932,2016-12-09,49
Region_East Midlands,893,2016-12-16,50
Region_East Midlands,981,2016-12-23,51
Region_East Midlands,759,2016-12-30,52
Region_West Midlands,1396,2016-01-08,1
Region_West Midlands,1208,2016-01-15,2
Region_West Midlands,1209,2016-01-22,3
Region_West Midlands,1195,2016-01-29,4
Region_West Midlands,1197,2016-02-05,5
Region_West Midlands,1262,2016-02-12,6
Region_West Midlands,1088,2016-02-19,7
Region_West Midlands,1087,2016-02-26,8
Region_West Midlands,1144,2016-03-04,9
Region_West Midlands,1104,2016-03-11,10
Region_West Midlands,1136,2016-03-18,11
Region_West Midlands,891,2016-03-25,12
Region_West Midlands,942,2016-04-01,13
Region_West Midlands,1232,2016-04-08,14
Region_West Midlands,1183,2016-04-15,15
Region_West Midlands,1134,2016-04-22,16
Region_West Midlands,1065,2016-04-29,17
Region_West Midlands,929,2016-05-06,18
Region_West Midlands,1069,2016-05-13,19
Region_West Midlands,1013,2016-05-20,20
Region_West Midlands,995,2016-05-27,21
Region_West Midlands,776,2016-06-03,22
Region_West Midlands,1011,2016-06-10,23
Region_West Midlands,981,2016-06-17,24
Region_West Midlands,1015,2016-06-24,25
Region_West Midlands,954,2016-07-01,26
Region_West Midlands,956,2016-07-08,27
Region_West Midlands,943,2016-07-15,28
Region_West Midlands,914,2016-07-22,29
Region_West Midlands,923,2016-07-29,30
Region_West Midlands,983,2016-08-05,31
Region_West Midlands,941,2016-08-12,32
Region_West Midlands,951,2016-08-19,33
Region_West Midlands,1039,2016-08-26,34
Region_West Midlands,764,2016-09-02,35
Region_West Midlands,974,2016-09-09,36
Region_West Midlands,898,2016-09-16,37
Region_West Midlands,892,2016-09-23,38
Region_West Midlands,971,2016-09-30,39
Region_West Midlands,938,2016-10-07,40
Region_West Midlands,966,2016-10-14,41
Region_West Midlands,977,2016-10-21,42
Region_West Midlands,966,2016-10-28,43
Region_West Midlands,1013,2016-11-04,44
Region_West Midlands,1045,2016-11-11,45
Region_West Midlands,1117,2016-11-18,46
Region_West Midlands,1090,2016-11-25,47
Region_West Midlands,1076,2016-12-02,48
Region_West Midlands,1164,2016-12-09,49
Region_West Midlands,1098,2016-12-16,50
Region_West Midlands,1149,2016-12-23,51
Region_West Midlands,715,2016-12-30,52
Region_East,1401,2016-01-08,1
Region_East,1237,2016-01-15,2
Region_East,1253,2016-01-22,3
Region_East,1236,2016-01-29,4
Region_East,1160,2016-02-05,5
Region_East,1155,2016-02-12,6
Region_East,1057,2016-02-19,7
Region_East,1180,2016-02-26,8
Region_East,1240,2016-03-04,9
Region_East,1190,2016-03-11,10
Region_East,1143,2016-03-18,11
Region_East,923,2016-03-25,12
Region_East,1079,2016-04-01,13
Region_East,1190,2016-04-08,14
Region_East,1217,2016-04-15,15
Region_East,1189,2016-04-22,16
Region_East,1147,2016-04-29,17
Region_East,954,2016-05-06,18
Region_East,1190,2016-05-13,19
Region_East,1147,2016-05-20,20
Region_East,1103,2016-05-27,21
Region_East,790,2016-06-03,22
Region_East,1119,2016-06-10,23
Region_East,1037,2016-06-17,24
Region_East,966,2016-06-24,25
Region_East,971,2016-07-01,26
Region_East,950,2016-07-08,27
Region_East,1054,2016-07-15,28
Region_East,988,2016-07-22,29
Region_East,1013,2016-07-29,30
Region_East,1004,2016-08-05,31
Region_East,1031,2016-08-12,32
Region_East,1005,2016-08-19,33
Region_East,991,2016-08-26,34
Region_East,877,2016-09-02,35
Region_East,981,2016-09-09,36
Region_East,998,2016-09-16,37
Region_East,979,2016-09-23,38
Region_East,879,2016-09-30,39
Region_East,945,2016-10-07,40
Region_East,1069,2016-10-14,41
Region_East,1020,2016-10-21,42
Region_East,1034,2016-10-28,43
Region_East,1048,2016-11-04,44
Region_East,1127,2016-11-11,45
Region_East,1184,2016-11-18,46
Region_East,1131,2016-11-25,47
Region_East,1176,2016-12-02,48
Region_East,1212,2016-12-09,49
Region_East,1107,2016-12-16,50
Region_East,1207,2016-12-23,51
Region_East,774,2016-12-30,52
Region_London,1226,2016-01-08,1
Region_London,1048,2016-01-15,2
Region_London,1068,2016-01-22,3
Region_London,1065,2016-01-29,4
Region_London,1059,2016-02-05,5
Region_London,1040,2016-02-12,6
Region_London,999,2016-02-19,7
Region_London,1021,2016-02-26,8
Region_London,1093,2016-03-04,9
Region_London,1008,2016-03-11,10
Region_London,1058,2016-03-18,11
Region_London,900,2016-03-25,12
Region_London,1039,2016-04-01,13
Region_London,1111,2016-04-08,14
Region_London,1007,2016-04-15,15
Region_London,999,2016-04-22,16
Region_London,969,2016-04-29,17
Region_London,876,2016-05-06,18
Region_London,971,2016-05-13,19
Region_London,884,2016-05-20,20
Region_London,884,2016-05-27,21
Region_London,710,2016-06-03,22
Region_London,939,2016-06-10,23
Region_London,858,2016-06-17,24
Region_London,831,2016-06-24,25
Region_London,880,2016-07-01,26
Region_London,796,2016-07-08,27
Region_London,798,2016-07-15,28
Region_London,847,2016-07-22,29
Region_London,940,2016-07-29,30
Region_London,822,2016-08-05,31
Region_London,801,2016-08-12,32
Region_London,831,2016-08-19,33
Region_London,822,2016-08-26,34
Region_London,795,2016-09-02,35
Region_London,873,2016-09-09,36
Region_London,839,2016-09-16,37
Region_London,854,2016-09-23,38
Region_London,852,2016-09-30,39
Region_London,863,2016-10-07,40
Region_London,919,2016-10-14,41
Region_London,931,2016-10-21,42
Region_London,860,2016-10-28,43
Region_London,904,2016-11-04,44
Region_London,976,2016-11-11,45
Region_London,941,2016-11-18,46
Region_London,987,2016-11-25,47
Region_London,936,2016-12-02,48
Region_London,1029,2016-12-09,49
Region_London,933,2016-12-16,50
Region_London,1052,2016-12-23,51
Region_London,761,2016-12-30,52
Region_South East,1951,2016-01-08,1
Region_South East,1771,2016-01-15,2
Region_South East,1710,2016-01-22,3
Region_South East,1730,2016-01-29,4
Region_South East,1604,2016-02-05,5
Region_South East,1718,2016-02-12,6
Region_South East,1596,2016-02-19,7
Region_South East,1707,2016-02-26,8
Region_South East,1742,2016-03-04,9
Region_South East,1694,2016-03-11,10
Region_South East,1595,2016-03-18,11
Region_South East,1542,2016-03-25,12
Region_South East,1611,2016-04-01,13
Region_South East,1828,2016-04-08,14
Region_South East,1785,2016-04-15,15
Region_South East,1683,2016-04-22,16
Region_South East,1634,2016-04-29,17
Region_South East,1365,2016-05-06,18
Region_South East,1646,2016-05-13,19
Region_South East,1534,2016-05-20,20
Region_South East,1489,2016-05-27,21
Region_South East,1242,2016-06-03,22
Region_South East,1468,2016-06-10,23
Region_South East,1410,2016-06-17,24
Region_South East,1408,2016-06-24,25
Region_South East,1497,2016-07-01,26
Region_South East,1407,2016-07-08,27
Region_South East,1463,2016-07-15,28
Region_South East,1443,2016-07-22,29
Region_South East,1414,2016-07-29,30
Region_South East,1311,2016-08-05,31
Region_South East,1346,2016-08-12,32
Region_South East,1317,2016-08-19,33
Region_South East,1419,2016-08-26,34
Region_South East,1251,2016-09-02,35
Region_South East,1384,2016-09-09,36
Region_South East,1433,2016-09-16,37
Region_South East,1399,2016-09-23,38
Region_South East,1345,2016-09-30,39
Region_South East,1456,2016-10-07,40
Region_South East,1524,2016-10-14,41
Region_South East,1542,2016-10-21,42
Region_South East,1472,2016-10-28,43
Region_South East,1630,2016-11-04,44
Region_South East,1691,2016-11-11,45
Region_South East,1605,2016-11-18,46
Region_South East,1679,2016-11-25,47
Region_South East,1578,2016-12-02,48
Region_South East,1658,2016-12-09,49
Region_South East,1634,2016-12-16,50
Region_South East,1784,2016-12-23,51
Region_South East,1236,2016-12-30,52
Region_South West,1424,2016-01-08,1
Region_South West,1263,2016-01-15,2
Region_South West,1219,2016-01-22,3
Region_South West,1207,2016-01-29,4
Region_South West,1169,2016-02-05,5
Region_South West,1222,2016-02-12,6
Region_South West,1171,2016-02-19,7
Region_South West,1215,2016-02-26,8
Region_South West,1218,2016-03-04,9
Region_South West,1148,2016-03-11,10
Region_South West,1292,2016-03-18,11
Region_South West,1122,2016-03-25,12
Region_South West,1104,2016-04-01,13
Region_South West,1319,2016-04-08,14
Region_South West,1282,2016-04-15,15
Region_South West,1250,2016-04-22,16
Region_South West,1128,2016-04-29,17
Region_South West,994,2016-05-06,18
Region_South West,1143,2016-05-13,19
Region_South West,1092,2016-05-20,20
Region_South West,1082,2016-05-27,21
Region_South West,817,2016-06-03,22
Region_South West,1004,2016-06-10,23
Region_South West,993,2016-06-17,24
Region_South West,1039,2016-06-24,25
Region_South West,964,2016-07-01,26
Region_South West,1031,2016-07-08,27
Region_South West,1052,2016-07-15,28
Region_South West,1023,2016-07-22,29
Region_South West,1027,2016-07-29,30
Region_South West,1052,2016-08-05,31
Region_South West,974,2016-08-12,32
Region_South West,983,2016-08-19,33
Region_South West,1000,2016-08-26,34
Region_South West,797,2016-09-02,35
Region_South West,1033,2016-09-09,36
Region_South West,988,2016-09-16,37
Region_South West,941,2016-09-23,38
Region_South West,987,2016-09-30,39
Region_South West,1024,2016-10-07,40
Region_South West,1056,2016-10-14,41
Region_South West,1078,2016-10-21,42
Region_South West,1043,2016-10-28,43
Region_South West,1114,2016-11-04,44
Region_South West,1139,2016-11-11,45
Region_South West,1154,2016-11-18,46
Region_South West,1154,2016-11-25,47
Region_South West,1112,2016-12-02,48
Region_South West,1201,2016-12-09,49
Region_South West,1145,2016-12-16,50
Region_South West,1223,2016-12-23,51
Region_South West,846,2016-12-30,52
Region_Wales,809,2016-01-08,1
Region_Wales,711,2016-01-15,2
Region_Wales,720,2016-01-22,3
Region_Wales,717,2016-01-29,4
Region_Wales,690,2016-02-05,5
Region_Wales,700,2016-02-12,6
Region_Wales,657,2016-02-19,7
Region_Wales,696,2016-02-26,8
Region_Wales,721,2016-03-04,9
Region_Wales,734,2016-03-11,10
Region_Wales,738,2016-03-18,11
Region_Wales,668,2016-03-25,12
Region_Wales,712,2016-04-01,13
Region_Wales,742,2016-04-08,14
Region_Wales,738,2016-04-15,15
Region_Wales,714,2016-04-22,16
Region_Wales,629,2016-04-29,17
Region_Wales,569,2016-05-06,18
Region_Wales,652,2016-05-13,19
Region_Wales,611,2016-05-20,20
Region_Wales,624,2016-05-27,21
Region_Wales,500,2016-06-03,22
Region_Wales,584,2016-06-10,23
Region_Wales,578,2016-06-17,24
Region_Wales,558,2016-06-24,25
Region_Wales,549,2016-07-01,26
Region_Wales,524,2016-07-08,27
Region_Wales,599,2016-07-15,28
Region_Wales,560,2016-07-22,29
Region_Wales,610,2016-07-29,30
Region_Wales,580,2016-08-05,31
Region_Wales,641,2016-08-12,32
Region_Wales,574,2016-08-19,33
Region_Wales,619,2016-08-26,34
Region_Wales,470,2016-09-02,35
Region_Wales,552,2016-09-09,36
Region_Wales,576,2016-09-16,37
Region_Wales,563,2016-09-23,38
Region_Wales,592,2016-09-30,39
Region_Wales,562,2016-10-07,40
Region_Wales,587,2016-10-14,41
Region_Wales,624,2016-10-21,42
Region_Wales,624,2016-10-28,43
Region_Wales,644,2016-11-04,44
Region_Wales,626,2016-11-11,45
Region_Wales,681,2016-11-18,46
Region_Wales,661,2016-11-25,47
Region_Wales,643,2016-12-02,48
Region_Wales,693,2016-12-09,49
Region_Wales,663,2016-12-16,50
Region_Wales,691,2016-12-23,51
Region_Wales,558,2016-12-30,52
"Region_4 For deaths registered from January 2014, cause of death is coded to the ICD-10 classification using IRIS software. Further information about the implementation of the software is available on the ONS website.",NA,2016-01-08,1
"Region_4 For deaths registered from January 2014, cause of death is coded to the ICD-10 classification using IRIS software. Further information about the implementation of the software is available on the ONS website.",NA,2016-01-15,2
"Region_4 For deaths registered from January 2014, cause of death is coded to the ICD-10 classification using IRIS software. Further information about the implementation of the software is available on the ONS website.",NA,2016-01-22,3
"Region_4 For deaths registered from January 2014, cause of death is coded to the ICD-10 classification using IRIS software. Further information about the implementation of the software is available on the ONS website.",NA,2016-01-29,4
"Region_4 For deaths registered from January 2014, cause of death is coded to the ICD-10 classification using IRIS software. Further information about the implementation of the software is available on the ONS website.",NA,2016-02-05,5
"Region_4 For deaths registered from January 2014, cause of death is coded to the ICD-10 classification using IRIS software. Further information about the implementation of the software is available on the ONS website.",NA,2016-02-12,6
"Region_4 For deaths registered from January 2014, cause of death is coded to the ICD-10 classification using IRIS software. Further information about the implementation of the software is available on the ONS website.",NA,2016-02-19,7
"Region_4 For deaths registered from January 2014, cause of death is coded to the ICD-10 classification using IRIS software. Further information about the implementation of the software is available on the ONS website.",NA,2016-02-26,8
"Region_4 For deaths registered from January 2014, cause of death is coded to the ICD-10 classification using IRIS software. Further information about the implementation of the software is available on the ONS website.",NA,2016-03-04,9
"Region_4 For deaths registered from January 2014, cause of death is coded to the ICD-10 classification using IRIS software. Further information about the implementation of the software is available on the ONS website.",NA,2016-03-11,10
"Region_4 For deaths registered from January 2014, cause of death is coded to the ICD-10 classification using IRIS software. Further information about the implementation of the software is available on the ONS website.",NA,2016-03-18,11
"Region_4 For deaths registered from January 2014, cause of death is coded to the ICD-10 classification using IRIS software. Further information about the implementation of the software is available on the ONS website.",NA,2016-03-25,12
"Region_4 For deaths registered from January 2014, cause of death is coded to the ICD-10 classification using IRIS software. Further information about the implementation of the software is available on the ONS website.",NA,2016-04-01,13
"Region_4 For deaths registered from January 2014, cause of death is coded to the ICD-10 classification using IRIS software. Further information about the implementation of the software is available on the ONS website.",NA,2016-04-08,14
"Region_4 For deaths registered from January 2014, cause of death is coded to the ICD-10 classification using IRIS software. Further information about the implementation of the software is available on the ONS website.",NA,2016-04-15,15
"Region_4 For deaths registered from January 2014, cause of death is coded to the ICD-10 classification using IRIS software. Further information about the implementation of the software is available on the ONS website.",NA,2016-04-22,16
"Region_4 For deaths registered from January 2014, cause of death is coded to the ICD-10 classification using IRIS software. Further information about the implementation of the software is available on the ONS website.",NA,2016-04-29,17
"Region_4 For deaths registered from January 2014, cause of death is coded to the ICD-10 classification using IRIS software. Further information about the implementation of the software is available on the ONS website.",NA,2016-05-06,18
"Region_4 For deaths registered from January 2014, cause of death is coded to the ICD-10 classification using IRIS software. Further information about the implementation of the software is available on the ONS website.",NA,2016-05-13,19
"Region_4 For deaths registered from January 2014, cause of death is coded to the ICD-10 classification using IRIS software. Further information about the implementation of the software is available on the ONS website.",NA,2016-05-20,20
"Region_4 For deaths registered from January 2014, cause of death is coded to the ICD-10 classification using IRIS software. Further information about the implementation of the software is available on the ONS website.",NA,2016-05-27,21
"Region_4 For deaths registered from January 2014, cause of death is coded to the ICD-10 classification using IRIS software. Further information about the implementation of the software is available on the ONS website.",NA,2016-06-03,22
"Region_4 For deaths registered from January 2014, cause of death is coded to the ICD-10 classification using IRIS software. Further information about the implementation of the software is available on the ONS website.",NA,2016-06-10,23
"Region_4 For deaths registered from January 2014, cause of death is coded to the ICD-10 classification using IRIS software. Further information about the implementation of the software is available on the ONS website.",NA,2016-06-17,24
"Region_4 For deaths registered from January 2014, cause of death is coded to the ICD-10 classification using IRIS software. Further information about the implementation of the software is available on the ONS website.",NA,2016-06-24,25
"Region_4 For deaths registered from January 2014, cause of death is coded to the ICD-10 classification using IRIS software. Further information about the implementation of the software is available on the ONS website.",NA,2016-07-01,26
